id,latitude,longitude
C772113,39.656182608998165,-120.27004846154956
C314977,39.795087859397384,-116.00640255356002
C802329,41.59610433416616,-117.4224331952999
C029919,34.65112788098501,-120.47853936992516
C945441,37.38030734056919,-121.63498836393367
C639320,39.01087899056858,-122.02747099833051
C805453,37.59804735840259,-117.30663685422412
C468621,40.46002005055108,-116.99639449002991
C995186,39.29737526187523,-123.20949954899193
C776894,38.981124245120306,-122.01869077486559
C968382,40.49504784211932,-117.05942807978656
C801171,35.66317146951823,-121.22251880499559
C359489,34.61730403591709,-120.44924379332215
C654416,39.63988632356285,-120.34471840149794
C174033,37.392732394095376,-121.59824318187981
C289814,33.30758246320574,-114.65026158026419
C531129,41.861682290534766,-114.43821139751881
C464754,38.8662468894651,-123.52705363609591
C954205,37.61655176801726,-121.8510596709426
C567186,41.91759496367378,-114.44268231849185
C080258,41.892958421390865,-114.3861790126993
C765304,37.552506662850064,-117.26936965428776
C714448,35.65014998764497,-121.30945557849668
C521500,41.80603438370489,-124.13443499696177
C748452,37.35948596618113,-121.68649171016202
C532384,38.968288691702796,-118.67277196630843
C958571,38.007392421156105,-121.37896528548612
C489745,34.60783285847237,-120.48213649120994
C473218,35.65186382988072,-121.24311170990073
C297392,35.65999826226757,-121.24382518307453
C582907,38.89567188135051,-123.64805802997
C717105,37.42149296451049,-121.63596220242985
C113876,33.34075855315523,-114.66918933874713
C671781,41.88194320758324,-114.46906623792253
C635782,41.2727340318287,-116.09393180136867
C893083,35.25754787174204,-120.6660136524123
C817783,41.89889184161036,-114.33895557607235
C125958,41.7320353789073,-124.2420802252759
C981253,41.212599004466114,-114.87140274680009
C649567,34.323902181094574,-116.45480102049733
C153987,38.92311296576795,-118.68384099199622
C923935,41.33587813668516,-116.11759689219252
C572124,33.327370426637536,-114.71841893249211
C384186,34.61478572318946,-120.44114145234744
C168987,41.32463608949835,-116.09757013349093
C292387,40.6918644607489,-118.11539287990763
C765060,34.32892890670772,-116.427655580513
C240967,41.843590471334444,-114.5127368005595
C009457,37.207011106232805,-119.20721449963209
C898554,39.006410530644864,-122.07606737720648
C421035,38.93193505436533,-115.69665977944449
C439902,41.87448118851657,-114.45484490791199
C671597,41.18548266609619,-114.83657969005154
C428139,37.59103252987172,-117.31077022976982
C030118,37.569896201170685,-117.2983342727525
C542644,39.68810157813997,-120.28831047178518
C368887,38.84799129682367,-115.07287422660181
C177379,38.89760793844432,-123.64836829884564
C079147,40.47272894355476,-117.07712513114232
C095805,38.93546386973893,-115.73031829316812
C030943,34.6143822426366,-120.4435571008865
C927483,41.59081782084719,-117.43668019786776
C926876,38.99168451908166,-122.02625876906878
C112393,39.795034135751585,-117.01168857025992
C546124,41.595114003469604,-117.40877699073394
C438106,38.74016497564087,-122.02011745162373
C757319,39.747167060900956,-117.02751202227242
C193978,35.26961804838965,-120.65935298087126
C411764,34.61984996192726,-120.52885806455386
C044332,38.967159910278205,-122.01174468367772
C972036,41.32142005530251,-116.13501434575439
C129480,35.29289264240058,-120.713349980118
C976010,34.5739370063673,-120.4132722010735
C715125,37.38198359690182,-121.6566466249934
C206061,39.77355928229834,-116.97567423026227
C740157,41.32334199867884,-116.14508787152187
C080491,40.513524204836415,-117.02043960856996
C653618,34.32388038776706,-116.4596359293636
C384833,37.385881324725474,-121.6359935478854
C349639,37.50874049119655,-121.95435601059877
C861031,37.24054805085704,-119.24734222749854
C473604,38.92982772702256,-118.69740624017616
C829976,38.97398550449715,-121.99500591019559
C237879,33.31078728162655,-114.67902289361082
C069669,41.224718786828845,-114.84551834468472
C796086,37.2292100856909,-119.24458742118289
C818648,37.383906981441335,-121.67216421887719
C419813,41.829879332612464,-114.43689267682636
C217797,41.307768781400156,-116.1028236165467
C875467,39.725022865818595,-116.9965036039205
C029461,41.17784926445775,-114.87510560462911
C331273,40.09627685216467,-113.97695161596478
C388022,38.74182756536234,-121.95996771240198
C943463,35.25631292746585,-120.65700617124314
C253306,37.229664473840764,-119.19318992449199
C629931,41.88354888721395,-114.45620716636434
C213173,39.721806739491555,-116.06748603216943
C919705,41.340982269655875,-116.13585692843336
C063188,38.860087811390834,-115.58819659406365
C999442,39.651824762091834,-120.34876553395551
C661898,38.95006420466905,-115.74807574335304
C197916,38.957405294156565,-115.7107152965029
C785379,41.851886288425256,-114.48273355807822
C704879,40.48555951966627,-117.09065771745476
C799758,38.97159,-122.02725000000001
C584615,35.26081170011625,-120.64372345810915
C935117,41.206111384766416,-114.8628889921279
C408020,40.7426654634795,-118.06531371707536
C105411,37.51592644577399,-117.35895490933171
C742066,38.84089426316098,-115.03183185753134
C635219,35.25110392679207,-120.68461026678428
C177819,37.56045208325511,-117.31243615370082
C865874,41.718171194098815,-122.42227756818646
C752489,33.332698110242575,-114.68432241187384
C015123,39.65427927907354,-120.24832394021018
C854704,37.40270456272786,-121.63681684985566
C418112,37.59170704458313,-121.87330780952615
C672325,41.758782990035854,-122.45786622475131
C515165,34.68841014206995,-120.46295490232005
C575328,38.948718939324216,-122.03854447888106
C537480,38.99489972029989,-118.6877494568471
C094427,41.806615538812856,-124.17520819948854
C794915,39.7440772090823,-116.04555125449473
C184807,39.68147856748801,-120.32748746200504
C482908,39.67395106453655,-120.2343633200096
C948456,41.87086053245704,-114.51447803390681
C877847,38.9231162188777,-115.69539187938791
C894189,40.10479212419481,-113.93283473339663
C119179,39.69945687644712,-115.99664612813392
C887539,38.907561021612864,-123.64876860565838
C332788,38.88250901084307,-123.65151749661251
C035826,40.68018768319714,-118.1157807812817
C624484,41.308407599074116,-116.13951688497745
C782336,38.95682305828001,-122.01007517678329
C300364,41.21268043350729,-114.86653977738571
C495225,40.73791184679974,-118.14088427799469
C028448,41.895144643276694,-114.43954351004905
C326668,38.84983390427291,-115.01615932791685
C165364,33.38113144116533,-114.6621581297743
C016579,38.84639183492081,-121.96928020273259
C975095,41.723009691405366,-122.36922001681923
C462379,37.388993662209856,-121.64271766005109
C649308,41.34189532056094,-116.1078492253967
C158027,38.989512560852035,-118.6768209260103
C506770,39.671444178418,-120.25133950516468
C183009,35.690690948545296,-121.22750479281032
C980441,39.740629092413656,-117.03169363758964
C760033,38.67996359368269,-121.97017294188016
C046970,34.31035153136715,-116.47040386079911
C508536,33.34153230210764,-114.69218317029359
C562166,41.38487812857839,-116.13456137803793
C484841,38.91597896052267,-123.61339884382154
C289138,38.61475462684049,-123.38493886441681
C612070,40.04522668225579,-113.93367342826
C533407,41.780326722983176,-124.16149661175488
C578519,37.62617182979645,-121.91387964390313
C201382,38.94026992075493,-123.68886831875679
C960109,38.935622108053515,-115.69430355981225
C719961,38.982974113533686,-122.03408996143106
C321883,40.522699597322045,-117.14199568592284
C088095,40.07604128198035,-113.91566838814727
C154513,41.54076613882998,-117.37856497500906
C851569,38.02241883780839,-121.41339284671868
C697414,35.2188476145684,-120.73030138958237
C581492,39.65155067745967,-117.02924158505324
C113038,33.289321277013116,-114.64336354164904
C342568,38.929034012220804,-115.67905997394456
C161535,37.23428080866562,-119.25485577266637
C470682,40.09616383544445,-114.03571926788652
C652869,34.61080383747423,-120.44619788338623
C581948,40.10694731183028,-113.93409303335953
C811512,33.31312805752793,-114.6922157299548
C705253,40.11252814991427,-113.97044975597858
C210826,39.707553569270495,-120.20622286786624
C448022,38.79862102302209,-122.02887963787835
C690588,39.64769957160978,-120.1019549179907
C382532,41.59438533639222,-117.43828518954346
C490192,33.31848008402403,-114.74244606651493
C537259,38.962647847114006,-122.05262960606265
C297348,41.72952638415745,-122.43456344484996
C724384,33.33074477166444,-114.6801416224445
C181045,40.70328054916895,-118.1017065899526
C918475,37.5654884111666,-121.97102945703591
C103657,33.326955999999996,-114.68561999999999
C897149,41.7396411422345,-122.41797587573477
C735417,38.873343490697934,-114.96688778890204
C554376,38.980840462930466,-115.72322532565227
C874013,34.65442957464397,-120.47192192036394
C132162,37.23039427559422,-119.23022362204881
C598276,40.48760897243832,-117.07432031610536
C558795,41.62122697993684,-117.36887413697023
C119229,34.62827543729242,-120.49915255089269
C929730,38.80037439889747,-115.01054900804078
C831945,41.7765904001182,-124.16321588643108
C820344,37.61317876955841,-121.87950398084159
C532208,38.67096011567549,-123.4173603088239
C736696,41.804214721084094,-124.15451330493366
C443819,40.11614154617923,-113.9354280252939
C666220,39.597464960347644,-120.23981373552023
C088432,37.58252936879313,-117.29208905253255
C673241,41.74451358369744,-122.43168261105153
C983019,41.75376437439356,-124.1440891110422
C209581,33.29554135941201,-114.6311793133684
C908598,41.91625491984539,-114.46999069066344
C506452,39.71692402398612,-116.02766893544792
C688562,35.66491780257323,-121.21217907969188
C220039,33.340755153942865,-114.64919659611827
C765580,41.328852,-116.12250999999999
C186641,37.40585961485251,-121.62792487580938
C177715,34.59441906627772,-120.39809076217173
C514178,40.483557465033634,-117.06862519542123
C889029,37.568294006003576,-117.38013655007514
C684275,38.67084239263814,-123.38519781163964
C904982,41.90528163253505,-114.45326796026765
C990350,41.87893056069524,-114.44350294300138
C280189,38.983819983294524,-122.00819900344324
C525054,37.393287349675774,-121.61412900978509
C978067,41.88288822950094,-114.4372726777497
C202163,35.66115039091387,-121.16417982097522
C943844,41.90169630160094,-114.44226847503025
C282615,39.72200044577742,-116.04502824346307
C461666,35.66383678712401,-121.21018573166926
C128298,38.8857824768351,-123.72232485012674
C852620,35.41179116115338,-120.57059914047788
C304286,40.097982131676744,-113.95419884074269
C070302,40.63535605962627,-118.20331070020782
C586843,41.25148792186283,-114.90780169031925
C358262,38.64767320100162,-123.41470494419885
C049248,38.86982091780546,-115.02127357962122
C258489,41.581595191242236,-117.39156755527306
C545974,40.71957192179998,-118.11831192746904
C570597,39.63368928536438,-120.30333476138993
C281671,38.944770996373265,-115.73670086973604
C505924,38.94439184374909,-121.96685397485686
C792813,40.646747645683895,-118.02244607903242
C653121,38.841210820707374,-115.03070623573208
C216490,38.746765946436064,-121.99974880816839
C662819,41.72853836856615,-122.37665605391749
C720164,35.66690723296886,-121.2029871610868
C021233,41.57610229074765,-117.36887591192007
C865765,33.31199254572723,-114.68380061110642
C045434,33.396331654729856,-114.71323959759756
C370533,41.34497067603092,-116.04414200997444
C045330,33.33267100902689,-114.68677290845918
C481024,40.49439154523694,-117.04380578465508
C797203,39.66901789975818,-120.29561732844421
C669409,41.89114551157227,-114.50256406745939
C009581,38.66448340317091,-123.39906922501245
C957699,41.72808806339046,-122.38451933250181
C884612,38.81449208451742,-115.03987657960658
C028971,38.73332046735865,-121.99922917554703
C491880,41.752263805261244,-122.41847958798854
C559682,40.099875154042046,-113.9237803851066
C663752,39.728103125371106,-116.03495152981925
C760830,37.593326402795505,-121.88785505663964
C732717,35.274131214664806,-120.65440724083813
C732112,39.04205777503302,-118.56615470590012
C911743,39.26849114682117,-123.16105965558111
C673334,39.768476265805205,-116.11051082711015
C403433,34.32586140452975,-116.45528334494118
C273534,40.672973013469175,-118.23697917459234
C281849,41.79173088010895,-124.15229581190351
C303537,38.01247410407495,-121.41055347010722
C745266,34.64964673301102,-120.51442946870738
C974126,41.89825834722967,-114.44524618275541
C272819,37.43495116631334,-121.6285026428431
C173683,41.195049693567654,-114.87790553389007
C250073,41.778399136502756,-124.16844639643644
C245860,39.76328135050649,-115.99849030386844
C652301,38.97523090124156,-118.65398768458604
C444941,35.73736296993555,-121.26884490692957
C400613,41.6058408420297,-117.35748243522693
C158316,38.97738641425786,-122.00872255688446
C238883,38.67935919740644,-123.41672709164177
C171773,38.755179687099755,-114.98613926789538
C285940,37.51477830449123,-117.33628056261989
C542252,37.60111751723507,-121.86607134235042
C474029,40.10497385745807,-113.9245748039713
C094492,40.50261941666529,-117.23666250309714
C298211,37.539423778043115,-121.87729961514276
C518239,39.00273783958578,-118.60609174472089
C313478,40.669915538456266,-118.22517614162003
C611452,38.74861962000646,-122.02240464611191
C608141,38.84237785090556,-115.02182523725318
C947410,38.966384401608096,-115.68143468622081
C706143,37.462441209674616,-121.62861839303902
C330855,40.66758142956305,-118.10224997589752
C478087,39.33116385708529,-123.16245643208646
C415484,35.67432875172888,-121.1912124400378
C913480,33.30576186925565,-114.67726004736059
C069829,38.930463895807286,-115.72933541514784
C044363,40.13730481452508,-113.96777148685666
C272252,39.70549618518701,-116.02399436616989
C846987,41.76041926215909,-124.26342599008781
C460574,37.22220710847985,-119.21217330555889
C258558,39.2798147314049,-123.21801269960463
C734880,39.73593501890691,-116.99607875568577
C619291,39.73614940465576,-116.9924937021636
C734349,39.00593487343009,-121.99873697090923
C061083,38.00953739609473,-121.3981483476795
C787248,40.52055842368576,-117.0883380786067
C401609,41.87654142947966,-124.18826673700897
C579324,39.28934657338111,-123.28780965507555
C914036,37.39694006246762,-121.65710667385174
C976000,34.309117678031754,-116.49831857170537
C071610,39.6227088505882,-120.23092357687166
C886539,38.96456188838083,-122.0537473300323
C927091,33.326955999999996,-114.68561999999999
C566455,37.561207900153214,-117.27681368212046
C650222,34.63348035814641,-120.45023162518865
C056637,34.56943844629816,-120.47998745117296
C164227,37.368772661148476,-121.59499135594913
C512602,39.05114378901269,-118.64170877058027
C118251,41.86752812802466,-114.48316211970568
C941150,41.32120549123526,-116.09193093659295
C202458,34.733035860225904,-120.55593801524323
C154560,41.19425244154245,-114.85418011595684
C955135,34.31014149890756,-116.44741791107495
C841126,41.616526637331766,-117.4310683002625
C721350,34.30149188887124,-116.44748184981479
C557240,35.67570444752875,-121.18969597304486
C136049,39.75113882482285,-116.07344586564312
C598420,35.25719193534062,-120.68308696034458
C170374,39.74035792117403,-117.04104798034236
C181325,39.680982448869024,-120.22193132468038
C139646,34.28005043589311,-116.46777586527092
C944686,37.287103577823444,-119.29743425101752
C113732,40.7207412738418,-118.10333531862914
C960399,34.61610128764444,-120.44651490151792
C479422,38.85334374506531,-114.99155519373701
C903130,39.73228783143313,-117.02513514282239
C571185,39.300963470478706,-123.20208269384632
C859989,38.559188713451384,-123.33469063819243
C757653,41.75518765204629,-122.47460546899569
C286334,39.6485970644643,-120.23276742332723
C549969,37.233931848933416,-119.2220126451277
C781241,38.97212247486862,-121.97789741408262
C028493,39.74826172478105,-117.01744504167591
C161905,41.16890085868964,-114.8771359034688
C574707,38.899873076283974,-115.72979564252267
C777859,37.399621855943664,-121.68928816077351
C134173,38.66152121889063,-123.41161050828596
C289835,41.88571372286319,-114.44247431505482
C286315,35.300429981575974,-120.6814501249481
C305980,39.74548139416428,-117.01722237568218
C212260,38.67097096838297,-123.41798239698052
C914318,39.284404374281806,-123.3631004802838
C484978,39.644966642336634,-120.26395404774513
C594982,40.70059864062295,-118.1361517153056
